R_fighter,B_fighter,Winner name,weight_class,height_dif,reach_dif,age_dif,win_dif,loss_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif
Chris Camozzi,Joe Riggs,Chris Camozzi,Middleweight,-5.08,-15.24,-4,-2,1,-33.0,-0.246753247,0.967532468
James Krause,Shane Campbell,James Krause,Lightweight,-5.08,-5.08,0,-2,2,-14.66666667,-0.333333333,0.666666667
Alex Garcia,Sean Strickland,Sean Strickland,Welterweight,10.16,10.16,4,0,0,21.0,0.75,-2.25
Daniel Sarafian,Oluwale Bamgbose,Oluwale Bamgbose,Middleweight,5.08,12.7,5,-2,2,-11.8,-0.4,-0.2
Anthony Smith,Leonardo Augusto Leleco,Anthony Smith,Middleweight,-10.16,-7.62,-6,0,1,-5.0,0.0,0.0
Jonavin Webb,Nathan Coy,Nathan Coy,Welterweight,0.0,-5.08,-11,0,0,-12.0,-2.0,-1.0
Marion Reneau,Ashlee Evans-Smith,Ashlee Evans-Smith,Women's Bantamweight,5.08,-2.54,10,-2,0,-28.0,-0.333333333,1.0
Lauren Murphy,Kelly Faszholz,Lauren Murphy,Women's Bantamweight,2.54,0.0,2,0,2,-47.0,0.0,-1.0
Anthony Hamilton,Shamil Abdurakhimov,Shamil Abdurakhimov,Heavyweight,-5.08,0.0,1,-2,1,-28.75,0.0,-2.0
Johny Hendricks,Stephen Thompson,Stephen Thompson,Welterweight,7.62,15.24,0,-6,2,-4.08571429,-0.4,-2.885714286
Roy Nelson,Jared Rosholt,Roy Nelson,Heavyweight,5.08,7.62,10,-1,7,4.9047619,0.076190476,1.323809524
Ovince Saint Preux,Rafael Feijao,Ovince Saint Preux,Light Heavyweight,-5.08,-17.78,-3,-5,-1,-0.375,-0.25,-0.625
Joseph Benavidez,Zach Makovsky,Joseph Benavidez,Flyweight,0.0,-2.54,-1,-7,0,-15.4,-0.133333333,2.433333333
Misha Cirkunov,Alex Nicholson,Misha Cirkunov,Light Heavyweight,2.54,10.16,3,-1,0,-24.0,0.0,-3.0
Mike Pyle,Sean Spencer,Mike Pyle,Welterweight,-5.08,2.54,12,-6,3,45.03333333,-0.866666667,-0.833333333
Joshua Burkman,KJ Noons,Joshua Burkman,Lightweight,0.0,0.0,2,-3,5,-3.46153846,-0.307692308,-2.076923077
Derrick Lewis,Damian Grabowski,Derrick Lewis,Heavyweight,-5.08,-10.16,-5,-4,2,-21.5,0.0,-0.333333333
Ray Borg,Justin Scoggins,Justin Scoggins,Flyweight,7.62,7.62,-1,0,-1,23.05,-1.9,-0.1
Noad Lahat,Diego Rivas,Diego Rivas,Featherweight,-2.54,0.0,7,-1,1,-18.0,-1.0,0.333333333
Mickey Gall,Mike Jackson,Mickey Gall,Welterweight,0.0,0.04,-6,0,0,0.0,0.0,0.0
Artem Lobov,Alex White,Alex White,Featherweight,7.62,15.24,2,1,-1,38.0,0.333333333,0.333333333
Anthony Johnson,Ryan Bader,Anthony Johnson,Light Heavyweight,0.0,-10.16,-1,2,1,6.61764706,-0.018382353,1.286764706
Josh Barnett,Ben Rothwell,Ben Rothwell,Heavyweight,2.54,0.0,4,-1,-1,-17.5,-0.125,0.375
Iuri Alcantara,Jimmie Rivera,Jimmie Rivera,Bantamweight,-12.7,-7.62,9,-5,4,27.68181818,-0.454545455,-1.272727273
Sage Northcutt,Bryan Barberena,Bryan Barberena,Welterweight,0.0,2.54,-7,-1,-1,64.0,-0.5,-1.0
Tarec Saffiedine,Jake Ellenberger,Tarec Saffiedine,Welterweight,-2.54,2.54,-1,8,-5,-59.6,-0.233333333,0.966666667
Olivier Aubin-Mercier,Diego Ferreira,Diego Ferreira,Lightweight,0.0,10.16,-5,-1,-1,-13.75,0.25,-3.0
Rafael Natal,Kevin Casey,Rafael Natal,Middleweight,-2.54,2.54,-1,-7,2,-22.57692308,-0.038461538,-2.211538462
Dustin Ortiz,Wilson Reis,Wilson Reis,Flyweight,-2.54,0.0,-4,-1,0,-26.86666667,0.233333333,0.733333333
George Sullivan,Alexander Yakovlev,Alexander Yakovlev,Welterweight,7.62,2.54,3,-2,-1,-16.91666667,-0.75,-0.25
Alex Caceres,Masio Fullen,Alex Caceres,Featherweight,0.0,-7.62,-2,-4,6,-18.83333333,-1.0,0.333333333
Matt Dwyer,Randy Brown,Randy Brown,Welterweight,-2.54,5.08,1,-1,2,-14.0,0.0,0.0
Anthony Rocco Martin,Felipe Olivieri,Anthony Rocco Martin,Lightweight,-7.62,-2.54,-4,-1,3,-16.75,-1.0,-0.75
TJ Dillashaw,Dominick Cruz,Dominick Cruz,Bantamweight,5.08,2.54,-1,-5,2,-10.83333333,-0.766666667,3.933333333
Anthony Pettis,Eddie Alvarez,Eddie Alvarez,Lightweight,-2.54,-7.62,-4,-4,1,17.35714286,-0.428571429,0.642857143
Travis Browne,Matt Mitrione,Travis Browne,Heavyweight,-7.62,0.0,-4,1,0,1.16666667,0.141025641,-0.666666667
Ross Pearson,Francisco Trinaldo,Francisco Trinaldo,Lightweight,2.54,2.54,-6,-2,4,-11.26203209,0.454545455,0.080213903
Patrick Cote,Ben Saunders,Patrick Cote,Welterweight,7.62,15.24,3,-2,6,-0.14444444,0.733333333,-0.455555556
Tim Boetsch,Ed Herman,Ed Herman,Light Heavyweight,2.54,7.62,-1,0,0,-1.05882353,0.117647058,0.647058823
Chris Wade,Mehdi Baghdad,Chris Wade,Lightweight,7.62,12.7,-2,-3,0,-26.33333333,-0.333333333,-3.0
Maximo Blanco,Luke Sanders,Luke Sanders,Featherweight,-5.08,-10.16,2,-4,3,-45.0,-0.142857143,-1.428571429
Paul Felder,Daron Cruickshank,Paul Felder,Lightweight,-7.62,5.08,1,4,-4,-18.66666667,0.166666667,1.0
Ilir Latifi,Sean O'Connell,Ilir Latifi,Light Heavyweight,7.62,2.54,0,-1,0,43.9,0.1,-0.6
Charles Rosa,Kyle Bochniak,Charles Rosa,Featherweight,-5.08,2.54,1,-1,2,-32.66666667,-1.666666667,-4.0
Rob Font,Joey Gomez,Rob Font,Bantamweight,5.08,0.0,2,-1,0,-12.0,0.0,0.0
Francimar Barroso,Elvis Mutapcic,Francimar Barroso,Light Heavyweight,-2.54,-7.62,6,-2,1,-37.66666667,0.0,-1.666666667
Robbie Lawler,Carlos Condit,Robbie Lawler,Welterweight,7.62,2.54,2,-4,0,4.78181818,0.818181818,-0.521212122
Stipe Miocic,Andrei Arlovski,Stipe Miocic,Heavyweight,-2.54,-7.62,-3,7,-2,-36.88888888,0.277777778,-1.666666667
Lorenz Larkin,Albert Tumenov,Albert Tumenov,Welterweight,0.0,2.54,5,1,3,-5.54285714,0.0,0.2
Diego Brandao,Brian Ortega,Brian Ortega,Featherweight,2.54,2.54,4,-5,2,2.33333333,1.166666667,-1.166666667
Abel Trujillo,Tony Sims,Abel Trujillo,Lightweight,7.62,0.0,2,-3,2,-11.21428571,0.214285714,-1.428571429
Michael McDonald,Masanori Kanehara,Michael McDonald,Bantamweight,-5.08,-7.62,-9,-4,1,-0.14285714,0.285714286,0.142857143
Kyle Noke,Alex Morono,Alex Morono,Welterweight,-5.08,-10.16,10,-6,3,-26.44444444,-0.444444444,-0.888888889
Justine Kish,Nina Ansaroff,Justine Kish,Women's Strawweight,0.0,0.0,-3,0,-1,23.0,2.0,0.0
Scott Holtzman,Drew Dober,Drew Dober,Lightweight,-2.54,2.54,5,0,-4,-43.6,-0.8,-1.0
Dustin Poirier,Joe Duffy,Dustin Poirier,Lightweight,2.54,2.54,-1,-8,3,-29.65384615,-0.192307692,-0.923076923
Joe Soto,Michinori Tanaka,Michinori Tanaka,Bantamweight,-2.54,5.08,3,1,1,-10.0,0.5,3.0
Sheldon Westcott,Edgar Garcia,Sheldon Westcott,Welterweight,-7.62,0.0,0,0,-1,7.66666667,0.333333333,-1.166666667
Rafael Dos Anjos,Donald Cerrone,Rafael Dos Anjos,Lightweight,12.7,7.62,-1,2,2,9.22222223,-0.277777778,-1.444444445
Junior Dos Santos,Alistair Overeem,Alistair Overeem,Heavyweight,0.0,7.62,-4,-7,-1,-15.6043956,-0.076923077,-0.098901099
Michael Johnson,Nate Diaz,Nate Diaz,Lightweight,5.08,7.62,-1,4,-3,-1.37692308,1.15,0.288461538
Randa Markos,Karolina Kowalkiewicz,Karolina Kowalkiewicz,Women's Strawweight,-2.54,2.54,0,-1,1,-36.5,-0.5,-1.5
Charles Oliveira,Myles Jury,Charles Oliveira,Featherweight,0.0,-2.54,-1,-2,5,-0.21428572,-1.071428571,0.785714286
CB Dollaway,Nate Marquardt,Nate Marquardt,Middleweight,-5.08,-5.08,-4,2,-1,2.70394737,0.174342105,-0.411184211
Sarah Kaufman,Valentina Shevchenko,Valentina Shevchenko,Women's Bantamweight,0.0,-2.54,3,-1,2,-118.0,0.0,-0.333333333
Josh Samman,Tamdan McCrory,Tamdan McCrory,Middleweight,2.54,-2.54,-2,0,-3,-2.5,1.333333334,1.166666667
Nik Lentz,Danny Castillo,Nik Lentz,Lightweight,2.54,7.62,-5,-2,0,-9.15384615,-0.902564102,-1.169230769
Kamaru Usman,Leon Edwards,Kamaru Usman,Welterweight,0.0,-5.08,4,1,-1,9.0,-1.0,-6.0
Hayder Hassan,Vicente Luque,Vicente Luque,Welterweight,2.54,12.7,9,0,0,25.0,1.0,0.0
Francis Ngannou,Luis Henrique,Francis Ngannou,Heavyweight,-5.08,-22.86,7,0,0,0.0,0.0,0.0
Jose Aldo,Conor McGregor,Conor McGregor,Featherweight,5.08,10.16,2,-1,0,-25.97619047,-0.428571429,-0.880952381
Chris Weidman,Luke Rockhold,Luke Rockhold,Middleweight,2.54,-2.54,0,-5,-1,-19.0,0.222222222,-2.133333333
Jacare Souza,Yoel Romero,Yoel Romero,Middleweight,-2.54,2.54,-2,1,0,21.0,-1.2,0.233333333
Demian Maia,Gunnar Nelson,Demian Maia,Welterweight,-5.08,0.0,11,-10,5,1.92857143,-0.119047619,-1.380952381
Max Holloway,Jeremy Stephens,Max Holloway,Featherweight,-7.62,5.08,-5,1,-7,-28.3040293,0.043956044,1.208791209
Urijah Faber,Frankie Saenz,Urijah Faber,Bantamweight,0.0,-2.54,1,-5,4,23.41666667,-0.333333334,1.5
Tecia Torres,Jocelyn Jones-Lybarger,Tecia Torres,Women's Strawweight,15.24,10.16,-4,-2,0,-64.0,0.0,-1.5
Warlley Alves,Colby Covington,Warlley Alves,Welterweight,0.0,0.0,-3,0,0,-7.66666667,-0.666666667,1.333333333
Leonardo Santos,Kevin Lee,Leonardo Santos,Lightweight,-7.62,5.08,12,1,0,22.6,0.7,1.8
Joe Proctor,Magomed Mustafaev,Magomed Mustafaev,Lightweight,-5.08,-2.54,3,-3,2,-16.16666667,-1.333333333,0.0
John Makdessi,Yancy Medeiros,Yancy Medeiros,Lightweight,5.08,17.78,2,-4,0,-36.96666667,0.5,0.0
Court McGee,Marcio Alexandre Junior,Court McGee,Welterweight,2.54,0.0,4,-5,1,-55.25,-0.625,-1.5
Frankie Edgar,Chad Mendes,Frankie Edgar,Featherweight,0.0,-5.08,4,-5,2,-35.13131313,-0.262626262,-1.207070707
Artem Lobov,Ryan Hall,Ryan Hall,Lightweight,2.54,15.24,-1,0,0,0.0,0.0,0.0
Edson Barboza,Tony Ferguson,Tony Ferguson,Lightweight,0.0,2.54,-2,-1,2,-5.2,0.823076923,0.292307692
Joe Lauzon,Evan Dunham,Evan Dunham,Lightweight,0.0,-2.54,-2,-3,1,41.00350878,-0.501754386,0.203508772
Tatsuya Kawajiri,Jason Knight,Tatsuya Kawajiri,Featherweight,7.62,5.08,14,-2,1,-24.33333333,-0.666666667,-2.666666667
Julian Erosa,Marcin Wrzosek,Julian Erosa,Lightweight,-10.16,-9.96,-2,0,0,0.0,0.0,0.0
Gabriel Gonzaga,Konstantin Erokhin,Gabriel Gonzaga,Heavyweight,-7.62,-7.62,4,-11,8,3.6,-0.55,-1.05
Ryan LaFlare,Mike Pierce,Ryan LaFlare,Welterweight,-12.7,-10.16,-3,5,-3,-23.03076923,-0.169230769,-1.415384615
Joby Sanchez,Geane Herrera,Geane Herrera,Flyweight,-2.54,-5.08,-1,-1,0,-32.0,-0.5,-1.0
Chris Gruetzemacher,Abner Lloveras,Chris Gruetzemacher,Lightweight,7.62,7.62,-4,0,0,0.0,0.0,0.0
Rose Namajunas,Paige VanZant,Rose Namajunas,Women's Strawweight,-2.54,0.0,2,2,1,46.5,0.833333333,1.666666667
Jim Miller,Michael Chiesa,Michael Chiesa,Lightweight,12.7,10.16,4,-9,4,-4.54285714,-0.985714286,0.414285714
Sage Northcutt,Cody Pfister,Sage Northcutt,Lightweight,-5.08,5.08,-6,0,-1,-7.5,0.0,1.5
Elias Theodorou,Thiago Santos,Thiago Santos,Middleweight,2.54,2.54,-4,0,-2,-36.86666667,0.0,-2.666666667
Tim Means,John Howard,Tim Means,Welterweight,-17.78,-10.16,-1,1,-2,-16.65384615,0.184615385,1.453846154
Omari Akhmedov,Sergio Moraes,Sergio Moraes,Welterweight,0.0,-2.54,-5,0,0,4.75,0.25,0.25
Aljamain Sterling,Johnny Eduardo,Aljamain Sterling,Bantamweight,0.0,0.0,-11,-1,-1,-16.66666667,-1.0,-3.333333333
Santiago Ponzinibbio,Andreas Stahl,Santiago Ponzinibbio,Welterweight,-2.54,0.0,2,-2,1,11.5,0.0,-0.25
Danny Roberts,Nathan Coy,Danny Roberts,Welterweight,-7.62,-12.7,-9,0,0,0.0,0.0,0.0
Zubaira Tukhugov,Phillipe Nover,Zubaira Tukhugov,Featherweight,2.54,10.16,-7,-1,-3,-24.0,1.0,0.0
Kailin Curran,Emily Peters Kagan,Kailin Curran,Women's Strawweight,-2.54,2.54,-10,0,1,-13.5,0.0,-1.5
Benson Henderson,Jorge Masvidal,Benson Henderson,Welterweight,5.08,10.16,1,-4,1,-7.42307692,-0.269230769,-0.730769231
Dong Hyun Kim,Dominic Waters,Dong Hyun Kim,Welterweight,-2.54,7.62,8,-11,3,-11.2,-0.533333333,2.8
Yoshihiro Akiyama,Alberto Mina,Alberto Mina,Welterweight,5.08,10.16,7,-1,4,-3.16666667,-0.166666667,-2.0
Dooho Choi,Sam Sicilia,Dooho Choi,Featherweight,-5.08,-7.62,-5,4,-4,14.22222222,0.666666667,1.111111111
Dongi Yang,Jake Collier,Dongi Yang,Middleweight,12.7,17.78,3,0,2,-6.5,0.0,-0.5
Yui Chul Nam,Mike de la Torre,Mike de la Torre,Featherweight,5.08,5.08,5,0,-2,-33.0,-0.5,-1.25
Tae Hyun Bang,Leo Kuntz,Tae Hyun Bang,Lightweight,2.54,7.62,0,-1,1,-17.0,0.0,-0.333333333
Seohee Ham,Cortney Casey,Seohee Ham,Women's Strawweight,12.7,12.7,0,0,0,-1.0,0.0,0.0
Yao Zhikui,Fredy Serrano,Fredy Serrano,Flyweight,-5.08,2.54,-12,0,1,2.0,0.0,1.5
Ning Guangyou,Marco Beltran,Marco Beltran,Bantamweight,10.16,12.7,4,-1,0,-7.5,-0.5,-1.0
Dominique Steele,Dong Hyun Ma,Dominique Steele,Welterweight,2.54,-10.16,0,0,1,-2.0,0.0,0.0
Neil Magny,Kelvin Gastelum,Neil Magny,Welterweight,-15.24,-22.86,4,-3,2,-3.95238096,0.202380953,-1.25
Ricardo Lamas,Diego Sanchez,Ricardo Lamas,Featherweight,5.08,2.54,0,8,-5,12.23214286,-0.017857143,0.19047619
Jussier Formiga,Henry Cejudo,Henry Cejudo,Flyweight,-2.54,-7.62,2,-1,2,50.33333333,0.166666666,0.5
Erick Montano,Enrique Marin,Erick Montano,Welterweight,-5.08,2.54,1,0,0,0.0,0.0,0.0
Horacio Gutierrez,Enrique Barzola,Enrique Barzola,Lightweight,-7.62,2.54,-1,0,0,0.0,0.0,0.0
Efrain Escudero,Leandro Silva,Leandro Silva,Lightweight,0.0,5.08,-1,-3,2,-7.5,-0.2,1.0
Erik Perez,Taylor Lapilus,Erik Perez,Bantamweight,-5.08,12.7,3,-2,2,28.16666667,0.333333333,-1.166666667
Hector Urbina,Bartosz Fabinski,Bartosz Fabinski,Welterweight,2.54,5.08,-1,0,0,37.0,-2.0,10.0
Alejandro Perez,Scott Jorgensen,Alejandro Perez,Bantamweight,-2.54,-2.54,-7,3,-6,15.72727273,-0.318181818,1.227272727
Gabriel Benitez,Andre Fili,Andre Fili,Featherweight,7.62,7.62,2,0,-2,-6.0,-2.75,2.25
Vernon Ramos,Alvaro Herrera,Alvaro Herrera,Welterweight,15.24,5.08,-2,0,0,0.0,0.0,0.0
Cesar Arzamendia,Polo Reyes,Polo Reyes,Lightweight,0.0,0.0,-7,0,0,0.0,0.0,0.0
Valmir Lazaro,Michel Prazeres,Michel Prazeres,Lightweight,-15.24,-15.24,-4,1,-1,-59.75,0.0,2.0
Ronda Rousey,Holly Holm,Holly Holm,Women's Bantamweight,2.54,2.54,-6,-4,0,38.83333333,-0.833333333,-0.833333333
Joanna Jedrzejczyk,Valerie Letourneau,Joanna Jedrzejczyk,Women's Strawweight,2.54,7.62,-4,-1,0,4.58333333,0.666666667,1.0
Mark Hunt,Antonio Silva,Mark Hunt,Heavyweight,15.24,20.32,5,-2,0,-12.95,-0.1,-0.7
Uriah Hall,Robert Whittaker,Robert Whittaker,Middleweight,0.0,-15.24,7,0,1,16.10714286,-0.25,-0.446428571
Stefan Struve,Jared Rosholt,Jared Rosholt,Heavyweight,-22.86,-22.86,-2,-5,4,4.46666666,-1.1,1.3
Jake Matthews,Akbarh Arreola,Jake Matthews,Lightweight,-2.54,-5.08,-11,-1,-1,-4.66666667,-0.333333334,-1.0
Kyle Noke,Peter Sobotta,Kyle Noke,Welterweight,-2.54,-2.54,7,-3,0,-2.875,0.1,0.6
Anthony Perosh,Gian Villante,Gian Villante,Light Heavyweight,0.0,2.54,13,-2,3,36.48484849,-0.454545455,0.015151515
Richie Vaculik,Danny Martinez,Danny Martinez,Flyweight,0.0,-5.08,2,-1,-1,12.0,-1.0,-0.333333333
Daniel Kelly,Steve Montgomery,Daniel Kelly,Middleweight,10.16,12.7,14,-2,0,-20.33333333,-0.333333333,-0.333333333
Richard Walsh,Steve Kennedy,Richard Walsh,Welterweight,-2.54,-5.08,-6,-1,1,-43.66666667,0.0,-1.666666667
James Moontasri,Anton Zafir,James Moontasri,Welterweight,2.54,2.54,-1,-1,2,-24.33333333,-0.333333333,0.0
Ben Nguyen,Ryan Benoit,Ben Nguyen,Flyweight,0.0,7.62,1,0,-1,-4.0,0.5,0.5
Vitor Belfort,Dan Henderson,Vitor Belfort,Middleweight,-2.54,0.0,-7,-5,0,17.6,-0.066666667,0.633333333
Glover Teixeira,Patrick Cummins,Glover Teixeira,Light Heavyweight,0.0,0.0,2,-2,0,-0.45833333,-0.333333333,2.458333333
Thomas Almeida,Anthony Birchak,Thomas Almeida,Bantamweight,2.54,-2.54,-5,-2,-1,-48.33333333,0.0,0.5
Alex Oliveira,Piotr Hallmann,Alex Oliveira,Lightweight,-5.08,-12.7,-1,0,-2,34.66666667,-0.6,-0.466666667
Gilbert Burns,Rashid Magomedov,Rashid Magomedov,Lightweight,-2.54,-2.54,-1,0,0,44.0,-1.0,-1.333333334
Fabio Maldonado,Corey Anderson,Corey Anderson,Light Heavyweight,5.08,10.16,9,-2,4,-3.1,-0.5,2.85
Gleison Tibau,Abel Trujillo,Abel Trujillo,Lightweight,-5.08,-2.54,0,-13,6,9.61333333,-0.306666667,-1.613333333
Yan Cabral,Johnny Case,Johnny Case,Lightweight,-2.54,-2.54,6,1,1,20.0,-1.333333333,0.333333334
Clay Guida,Thiago Tavares,Thiago Tavares,Featherweight,0.0,-5.08,3,-3,2,-8.06845238,0.270833333,-0.357142857
Kevin Souza,Chas Skelly,Chas Skelly,Featherweight,-2.54,-5.08,1,0,-1,-26.33333333,2.0,1.25
Viscardi Andrade,Gasan Umalatov,Viscardi Andrade,Welterweight,0.0,-10.16,-2,0,-1,14.0,0.0,0.5
Pedro Munhoz,Jimmie Rivera,Jimmie Rivera,Bantamweight,-5.08,7.62,3,0,2,-4.66666667,-1.0,-0.666666667
Bruno Korea,Matheus Nicolau,Matheus Nicolau,Bantamweight,0.0,2.54,2,0,0,0.0,0.0,0.0
Paddy Holohan,Louis Smolka,Louis Smolka,Flyweight,-2.54,-2.54,3,0,0,29.5,0.25,0.25
Norman Parke,Reza Madadi,Norman Parke,Lightweight,0.0,5.08,-9,-2,2,-9.80952381,1.0,1.19047619
Neil Seery,Jon Delos Reyes,Neil Seery,Flyweight,5.08,7.62,8,-1,0,-31.0,-0.75,-0.083333333
Stevie Ray,Mickael Lebout,Stevie Ray,Lightweight,2.54,7.62,-3,-1,-1,20.0,-1.0,0.0
Aisling Daly,Ericka Almeida,Aisling Daly,Women's Strawweight,10.16,10.16,1,-1,0,-8.5,-1.0,-1.5
Scott Askham,Krzysztof Jotko,Krzysztof Jotko,Middleweight,-5.08,5.08,1,1,0,8.83333333,0.0,0.666666667
Cathal Pendred,Tom Breese,Tom Breese,Welterweight,5.08,-5.08,4,-3,1,-9.4,-0.4,-2.4
Darren Elkins,Rob Whiteford,Darren Elkins,Featherweight,-2.54,-5.08,-1,-6,3,-9.16666667,-1.25,0.416666667
Bubba Bush,Garreth McLellan,Garreth McLellan,Middleweight,2.54,-2.54,-3,0,0,11.0,2.0,0.0
Daniel Cormier,Alexander Gustafsson,Daniel Cormier,Light Heavyweight,15.24,17.78,8,3,-2,-13.0,-0.378787878,-0.575757576
Ryan Bader,Rashad Evans,Ryan Bader,Light Heavyweight,-5.08,2.54,-4,2,0,1.76388889,-0.3125,0.277777778
Shawn Jordan,Ruslan Magomedov,Ruslan Magomedov,Heavyweight,7.62,7.62,2,-4,3,31.11111111,0.0,-0.388888889
Joseph Benavidez,Ali Bagautinov,Joseph Benavidez,Flyweight,0.0,0.0,1,-6,1,-2.13636364,0.136363636,1.727272727
Jessica Eye,Julianna Pena,Julianna Pena,Women's Bantamweight,0.0,7.62,3,1,3,-27.0,0.0,1.5
Yair Rodriguez,Dan Hooker,Yair Rodriguez,Featherweight,2.54,10.16,-3,0,-1,-1.0,-3.5,-1.5
Alan Jouban,Albert Tumenov,Albert Tumenov,Welterweight,-2.54,0.0,10,0,0,-9.5,0.0,0.0
Adriano Martins,Islam Makhachev,Adriano Martins,Lightweight,0.0,-5.08,9,-2,1,19.5,0.75,2.0
Rose Namajunas,Angela Hill,Rose Namajunas,Women's Strawweight,-5.08,-2.54,-7,1,0,39.0,0.0,-1.0
Francisco Trevino,Sage Northcutt,Sage Northcutt,Lightweight,7.62,2.54,14,-1,1,-40.5,0.0,-1.0
Chris Cariaso,Sergio Pettis,Sergio Pettis,Flyweight,7.62,15.24,12,-4,3,14.03333333,0.5,-0.033333333
Derrick Lewis,Viktor Pesta,Derrick Lewis,Heavyweight,0.0,-5.08,5,-2,1,12.9,0.0,2.1
Josh Barnett,Roy Nelson,Josh Barnett,Heavyweight,-7.62,-15.24,-2,2,-5,-3.64285714,-0.5,-0.285714285
Gegard Mousasi,Uriah Hall,Uriah Hall,Middleweight,-5.08,7.62,-1,0,-1,-4.0952381,-0.19047619,0.333333333
Kyoji Horiguchi,Chico Camus,Kyoji Horiguchi,Flyweight,2.54,0.0,-6,-1,-3,-6.05714286,0.428571429,-0.142857143
Takeya Mizugaki,George Roop,Takeya Mizugaki,Bantamweight,15.24,10.16,-2,-2,-3,-12.48484849,-0.007575758,-0.787878788
Katsunori Kikuno,Diego Brandao,Diego Brandao,Featherweight,-2.54,5.08,5,3,-1,0.875,0.125,0.875
Keita Nakamura,Li Jingliang,Keita Nakamura,Welterweight,2.54,-5.08,4,2,2,4.0,-0.333333333,-0.666666667
Nick Hein,Yusuke Kasuya,Nick Hein,Lightweight,2.54,2.54,6,-2,1,-43.0,0.0,-1.0
Naoyuki Kotani,Kajan Johnson,Kajan Johnson,Lightweight,7.62,22.86,2,1,3,16.0,-0.25,3.0
Shinsho Anzai,Roger Zapata,Shinsho Anzai,Welterweight,10.16,10.16,0,0,1,-31.0,0.0,-1.0
Demetrious Johnson,John Dodson,Demetrious Johnson,Flyweight,0.0,0.0,-1,-4,1,-27.67857143,-0.5,-3.726190476
Andrei Arlovski,Frank Mir,Andrei Arlovski,Heavyweight,0.0,5.08,0,3,-5,-9.02823529,0.545882353,0.682352941
Anthony Johnson,Jimi Manuwa,Anthony Johnson,Light Heavyweight,-2.54,2.54,-4,-6,4,13.73333333,-0.133333333,-0.466666667
Jan Blachowicz,Corey Anderson,Corey Anderson,Light Heavyweight,2.54,2.54,7,1,0,31.5,0.0,3.0
Paige VanZant,Alex Chambers,Paige VanZant,Women's Strawweight,-2.54,-5.08,-15,-1,-1,-36.0,-0.5,-1.0
Ross Pearson,Paul Felder,Ross Pearson,Lightweight,7.62,2.54,-1,-7,6,3.60416667,0.0,-0.291666667
Francisco Rivera,John Lineker,John Lineker,Bantamweight,-12.7,-2.54,8,2,2,22.375,0.125,-0.125
Jessica Andrade,Raquel Pennington,Raquel Pennington,Women's Bantamweight,15.24,12.7,-3,-2,0,-7.75,0.5,-0.5
Clay Collard,Tiago Trator,Tiago Trator,Featherweight,-5.08,-7.62,-6,0,1,-20.16666667,-0.666666667,-3.333333333
Joe Riggs,Ron Stallings,Joe Riggs,Middleweight,5.08,12.7,0,-3,5,17.0,-0.2,-1.1
Joaquim Silva,Nazareno Malegarie,Joaquim Silva,Lightweight,0.0,2.54,-3,0,0,0.0,0.0,0.0
Max Holloway,Charles Oliveira,Max Holloway,Featherweight,-2.54,12.7,-2,-1,-2,-40.53205129,1.044871795,1.070512821
Neil Magny,Erick Silva,Neil Magny,Welterweight,-7.62,-15.24,-3,-2,-1,-28.65454545,0.709090909,-1.790909091
Patrick Cote,Joshua Burkman,Patrick Cote,Welterweight,-2.54,2.54,0,-3,2,0.51960785,0.156862745,1.578431373
Chad Laprise,Francisco Trinaldo,Francisco Trinaldo,Lightweight,-2.54,-2.54,-7,4,-3,-31.93333333,0.5,-0.533333333
Olivier Aubin-Mercier,Tony Sims,Olivier Aubin-Mercier,Lightweight,5.08,0.0,-3,-1,1,-31.66666667,-0.666666667,-2.333333333
Maryna Moroz,Valerie Letourneau,Valerie Letourneau,Women's Strawweight,0.0,2.54,-9,1,0,59.0,0.0,1.0
Sam Stout,Frankie Perez,Frankie Perez,Lightweight,5.08,7.62,5,-9,9,-36.26315789,0.894736842,0.473684211
Yves Jabouin,Felipe Arantes,Felipe Arantes,Bantamweight,2.54,12.7,9,-2,0,2.93650793,0.428571429,0.063492064
Marcos Rogerio de Lima,Nikita Krylov,Nikita Krylov,Light Heavyweight,5.08,5.08,7,1,-2,9.9,0.6,0.0
Chris Kelades,Chris Beal,Chris Kelades,Flyweight,0.0,2.54,4,1,0,7.33333333,-0.166666667,0.666666667
Shane Campbell,Elias Silverio,Shane Campbell,Lightweight,-2.54,5.08,0,3,0,37.75,0.25,1.5
Misha Cirkunov,Daniel Jolly,Misha Cirkunov,Light Heavyweight,-5.08,-5.08,-2,0,0,0.0,0.0,0.0
Glover Teixeira,Ovince Saint Preux,Glover Teixeira,Light Heavyweight,2.54,10.16,3,1,1,-21.28571429,-0.142857143,-0.714285715
Michael Johnson,Beneil Dariush,Beneil Dariush,Lightweight,0.0,-2.54,3,-3,3,-16.91666666,0.833333333,0.833333333
Derek Brunson,Sam Alvey,Derek Brunson,Middleweight,2.54,-5.08,2,-1,0,4.4,-0.6,-2.2
Jared Rosholt,Tim Johnson,Jared Rosholt,Heavyweight,2.54,5.08,-1,-3,1,-8.2,0.0,-0.4
Sara McMann,Amanda Nunes,Amanda Nunes,Women's Bantamweight,5.08,7.62,7,1,1,-8.0,0.0,-1.0
Ray Borg,Geane Herrera,Ray Borg,Flyweight,2.54,7.62,-3,-2,1,-11.0,-2.666666667,-3.666666667
